"","Day","Mean Pressure (hPa)","Absolute Daily Max Air Temperature (deg. C)","Mean Air Temperature (deg. C)","Absolute Daily Min Air Temperature (deg. C)","Mean Dew Point (deg. C)","Mean Relative Humidity (%)","Mean Amount of Cloud (%)","Total Rainfall (mm)","Total Bright Sunshine (hours)","Prevailing Wind Direction (degrees)","Mean Wind Speed (km/h)","WeekID","GP","Date"
"227",15,1010.4,29.6,28.1,26.1,24.9,83,68,"13.5",4.8,"210","13.7",33,5.92857142857143,2010-08-15
"228",16,1010.3,30.1,27.1,25.3,24.3,85,80,"5.1",1.4,"200","13.5",33,5.92857142857143,2010-08-16
"229",17,1010.1,32.6,28.3,26.2,25.1,83,73,"3.2",7.6,"20","8.4",33,5.92857142857143,2010-08-17
"230",18,1011.7,30.9,28.6,26.9,25.5,84,74,"0",5.5,"50","16.3",33,5.92857142857143,2010-08-18
"231",19,1012.9,30.1,27.5,25.3,26.1,92,87,"56.4",2.3,"70","29",33,5.92857142857143,2010-08-19
"232",20,1012.6,32.1,28,24.5,25.1,85,82,"22.1",8.7,"30","15.2",33,5.92857142857143,2010-08-20
"233",21,1009.8,32.8,29.4,27.2,25.1,78,57,"Trace",10.9,"60","18.6",34,5.4,2010-08-21
"234",22,1008.4,31.9,28.9,26.5,25.7,83,74,"9.1",9,"90","32.3",34,5.4,2010-08-22
"235",23,1008.6,31.8,28.5,25.1,25.5,84,78,"23.7",5.3,"100","27.8",34,5.4,2010-08-23
"236",24,1010.4,29.3,26.5,25.3,25.2,93,88,"42.6",2,"***","18.4",34,5.4,2010-08-24
"237",25,1010.4,30.5,28,26.3,24.6,82,88,"5.2",4.3,"190","12",34,5.4,2010-08-25
"238",26,1008.7,31.5,28.4,27.2,25,82,67,"Trace",5.3,"160","5.8",34,5.4,2010-08-26
"239",27,1007.5,32,28.8,26.4,24.5,78,43,"0",9.8,"340","5.3",34,5.4,2010-08-27
"240",28,1007.2,30.8,27.9,24.7,24.3,81,44,"30.1",5.4,"360","6.7",35,7.92857142857143,2010-08-28
"241",29,1006.6,32.9,29.2,27.1,24.8,78,71,"0",9.1,"360","14.3",35,7.92857142857143,2010-08-29
"242",30,1004.1,32.6,29.7,27.7,24.4,74,80,"0",7.6,"350","10.6",35,7.92857142857143,2010-08-30
"243",31,1002.4,33,30.4,28.1,23.8,69,83,"0",4.6,"360","10.9",35,7.92857142857143,2010-08-31
"244",1,1002.9,34.1,31.2,29,23,62,78,"0",7.2,"340","14.4",35,7.92857142857143,2010-09-01
"245",2,1003.5,31.3,29.5,25.7,23.4,70,86,"16.2",0.7,"290","14.1",35,7.92857142857143,2010-09-02
"246",3,1003.6,27.8,26,24.8,24.8,93,88,"47.4",0,"160","28.8",35,7.92857142857143,2010-09-03
"247",4,1005.5,28,26.8,25.2,24.7,89,88,"3.5",0.4,"50","24.6",36,7.27142857142857,2010-09-04
"248",5,1007.5,30.8,27.8,25.8,25.2,86,70,"4.9",5.1,"80","13.8",36,7.27142857142857,2010-09-05
"249",6,1007.9,32.1,29.3,26.8,24.9,78,46,"0",11.1,"210","10.3",36,7.27142857142857,2010-09-06
"250",7,1007.2,31.7,29.7,28.3,25.5,79,59,"Trace",9.4,"220","19.7",36,7.27142857142857,2010-09-07
"251",8,1005.9,32.4,29.9,26.3,26,80,58,"27.6",7.5,"250","16.5",36,7.27142857142857,2010-09-08
"252",9,1005.8,31.3,28.2,25.4,25,83,84,"22.5",4.7,"180","8.9",36,7.27142857142857,2010-09-09
"253",10,1005.9,31.2,28.1,23.9,24.4,81,89,"58.8",7.1,"220","17.9",36,7.27142857142857,2010-09-10
"254",11,1008.9,26.4,25.5,24.4,24.3,93,96,"51.8",0,"230","14.7",37,8.51428571428571,2010-09-11
"255",12,1010.7,28.8,25.2,23.8,24.1,94,86,"95.9",2,"210","12.1",37,8.51428571428571,2010-09-12
"256",13,1011.1,30.1,26.8,24.2,24.8,89,48,"0.1",10.5,"060#","14.0#",37,8.51428571428571,2010-09-13
"257",14,1011.7,29.9,27.2,26,24.7,86,68,"1.7",6.6,"40","17.8",37,8.51428571428571,2010-09-14
"258",15,1011.5,31.4,28.2,26,25,83,58,"1.7",9.8,"90","16",37,8.51428571428571,2010-09-15
"259",16,1010.3,32.3,28.9,26.7,24.7,78,46,"0",8.6,"10","8.9",37,8.51428571428571,2010-09-16
"260",17,1009,31.8,29.1,26.8,24.1,75,41,"0",11.1,"210","14.3",37,8.51428571428571,2010-09-17
"261",18,1007.9,32.7,29.7,27.5,24.8,76,59,"0",10.7,"230","15.3",38,8.25714285714286,2010-09-18
"262",19,1004.2,32.8,30.6,28.5,25.6,75,71,"0",8.9,"270","22.8",38,8.25714285714286,2010-09-19
"263",20,1000,30.8,28.3,25,24.8,82,84,"67",0,"260","35.2",38,8.25714285714286,2010-09-20
"264",21,1007.4,26.1,24.5,23.1,23.6,95,92,"178.8",0,"200","29.1",38,8.25714285714286,2010-09-21
"265",22,1011.5,26.5,25.4,24.3,23.9,92,84,"0.8",0,"140","17.2",38,8.25714285714286,2010-09-22
"266",23,1011.9,28.8,27,25.3,24.6,87,87,"Trace",1.7,"30","14.3",38,8.25714285714286,2010-09-23
"267",24,1011.6,31,27.7,26,24.6,84,60,"0",10.2,"040#","16.1#",38,8.25714285714286,2010-09-24
"268",25,1012.5,30.3,27.4,26.1,24.4,84,67,"Trace",6.2,"70","23.9",39,8.68571428571429,2010-09-25
"269",26,1013.5,30.6,27.6,26,24.2,82,51,"0",8.2,"60","20.7",39,8.68571428571429,2010-09-26
"270",27,1012.9,31.5,28.3,26.4,24.8,82,54,"0",9.4,"110","14",39,8.68571428571429,2010-09-27
"271",28,1013.1,31.9,28.6,26.7,24.6,80,46,"0",10.9,"90","15.4",39,8.68571428571429,2010-09-28
"272",29,1013.4,31,28.5,27.2,24.7,80,68,"Trace",7.4,"60","31.7",39,8.68571428571429,2010-09-29
"273",30,1013.1,30.7,27.7,26.1,24.3,82,81,"4.4",4.5,"70","35.4",39,8.68571428571429,2010-09-30
"274",1,1012.4,30.5,27.6,25.8,23.7,80,71,"Trace",9.1,"70","39.9",39,8.68571428571429,2010-10-01
"275",2,1011.7,31.6,28.4,26,23.3,74,63,"0",9.2,"50","28.8",40,7.22857142857143,2010-10-02
"276",3,1012.4,30.7,28.1,26.3,22.4,72,83,"Trace",7.4,"30","26.9",40,7.22857142857143,2010-10-03
"277",4,1013.7,26.6,25.5,24.2,18.9,67,92,"Trace",1.1,"30","30.3",40,7.22857142857143,2010-10-04
"278",5,1013.9,25.1,24.1,22.9,19.9,78,89,"2.2",0,"80","35.6",40,7.22857142857143,2010-10-05
"279",6,1013.6,25.4,24.2,22.3,20.9,82,90,"0.9",0.8,"80","39.4",40,7.22857142857143,2010-10-06
"280",7,1012.3,26.6,25.4,24.5,21.2,78,91,"Trace",0.4,"60","36.8",40,7.22857142857143,2010-10-07
"281",8,1010.7,28.3,26.4,25.2,22.4,79,88,"Trace",2.3,"70","31.2",40,7.22857142857143,2010-10-08
"282",9,1009.2,27,25.8,23.9,22.3,81,88,"1.4",0.9,"80","35.7",41,6.57142857142857,2010-10-09
"283",10,1009.2,26.1,25,24.1,23.7,93,89,"10.2",0,"100","42.2",41,6.57142857142857,2010-10-10
"284",11,1012,28,26.4,25.3,25.1,93,87,"3.7",2.5,"90","30.8",41,6.57142857142857,2010-10-11
"285",12,1013,30.5,27.6,26.1,24.7,85,57,"Trace",8.3,"80","19",41,6.57142857142857,2010-10-12
"286",13,1011.9,30.9,27.6,25.6,24.2,83,40,"0",8.5,"70","18.8",41,6.57142857142857,2010-10-13
"287",14,1010.9,30.8,27.9,26.4,24.5,82,58,"0",8.2,"70","21.5",41,6.57142857142857,2010-10-14
"288",15,1012.9,27.3,26,23.5,23.4,86,87,"3.9",1.7,"90","30.4",41,6.57142857142857,2010-10-15
"289",16,1013.5,26.6,25.2,23.5,21.4,80,84,"0.2",3.1,"50","36.8",42,7.22857142857143,2010-10-16
"290",17,1013.7,28.9,26.4,24.6,22.1,77,76,"Trace",7.7,"80","41.1",42,7.22857142857143,2010-10-17
"291",18,1012.3,30.4,26.6,25.2,21.2,73,61,"Trace",9.5,"90","22.6",42,7.22857142857143,2010-10-18
"292",19,1009.8,28.4,26.1,24.2,18.2,62,81,"0",6.5,"20","29.8",42,7.22857142857143,2010-10-19
"293",20,1006.4,28.7,26.4,24.9,18.6,62,86,"0",3.2,"20","40.6",42,7.22857142857143,2010-10-20
"294",21,1004.1,28.2,25.5,23.2,18.4,65,88,"Trace",2,"10","45.6",42,7.22857142857143,2010-10-21
"295",22,1005.3,25,23.6,21.5,17,67,84,"0.2",3.4,"10","35.9",42,7.22857142857143,2010-10-22
"296",23,1005.1,27.8,24.9,22.6,16.9,61,55,"0",7.3,"10","17.9",43,7.14285714285714,2010-10-23
"297",24,1007.9,26.9,25.1,22.7,18.5,67,56,"0",5.8,"10","13",43,7.14285714285714,2010-10-24
"298",25,1011,28.1,24.9,22.9,18.6,68,64,"0",6.5,"20","25.6",43,7.14285714285714,2010-10-25
"299",26,1016.2,24.3,22.3,19.9,17.3,73,88,"Trace",0.3,"20","34.7",43,7.14285714285714,2010-10-26
"300",27,1019.1,22.9,20,17.6,11.9,60,42,"0",8.5,"20","37.7",43,7.14285714285714,2010-10-27
"301",28,1019.2,22.7,18.7,15.7,8.5,52,4,"0",10.4,"20","36.2",43,7.14285714285714,2010-10-28
"302",29,1020.8,22.6,19.1,16.3,8.5,51,14,"0",10.3,"20","35",43,7.14285714285714,2010-10-29
"303",30,1021.8,23,19.3,16.3,7.7,47,7,"0",10.3,"20","32.1",44,6.74285714285714,2010-10-30
"304",31,1020.3,24,20,16.7,10.4,55,4,"0",10.3,"20","25.1",44,6.74285714285714,2010-10-31
"305",1,1018.6,24.6,21.1,18.8,14.4,67,19,"0",9.4,"80","31.5",44,6.74285714285714,2010-11-01
"306",2,1019,24.7,21.5,18.5,14.4,65,27,"0",9.9,"070#","33.3#",44,6.74285714285714,2010-11-02
"307",3,1019.9,24.1,21.2,18.8,14.3,65,66,"0",7.5,"020#","32.7#",44,6.74285714285714,2010-11-03
"308",4,1019.4,22,20,17.3,15,74,91,"3.2",0,"70","31",44,6.74285714285714,2010-11-04
"309",5,1018.3,18.3,17.5,16.8,17.1,97,98,"24.3",0,"40","26.9",44,6.74285714285714,2010-11-05
"310",6,1016.4,20.6,18.8,17.4,17.9,95,91,"14.7",0,"20","19",45,6.04285714285714,2010-11-06
"311",7,1015.6,25.9,22.1,19.8,17.9,77,49,"0",8.3,"40","9",45,6.04285714285714,2010-11-07
"312",8,1017.5,26.1,22.5,19.8,15.3,66,24,"0",9.6,"20","16.5",45,6.04285714285714,2010-11-08
"313",9,1020.1,24.5,21.4,19.6,13.3,61,16,"0",10,"90","24",45,6.04285714285714,2010-11-09
"314",10,1019.1,23.9,21,19.2,15.3,71,56,"0",6.5,"70","29.4",45,6.04285714285714,2010-11-10
"315",11,1017,25.3,21.3,18.3,12.7,61,45,"0",9.9,"70","24.7",45,6.04285714285714,2010-11-11
"316",12,1015,24.5,21.7,19.4,15.2,68,21,"0",10.3,"70","35.4",45,6.04285714285714,2010-11-12
"317",13,1016.9,25.2,22.4,20.4,17.2,73,62,"0",6.6,"50","32.4",46,4.12857142857143,2010-11-13
"318",14,1019.6,25.1,22.8,21.2,18.7,78,84,"Trace",2.3,"50","28",46,4.12857142857143,2010-11-14
"319",15,1019.5,26.7,23.4,21.9,19.1,77,81,"Trace",6.6,"80","28.1",46,4.12857142857143,2010-11-15
"320",16,1018.8,24.1,21.8,20.3,16.8,74,58,"Trace",6.9,"70","25.9",46,4.12857142857143,2010-11-16
"321",17,1018.2,23.7,21,18.6,16.2,74,33,"0",9.1,"90","23.4",46,4.12857142857143,2010-11-17
"322",18,1017.6,24.6,21.6,20.6,17.4,77,79,"0",4.2,"70","20.5",46,4.12857142857143,2010-11-18
"323",19,1015.6,24.7,21.7,19.9,16.9,75,51,"0",7.4,"20","15.3",46,4.12857142857143,2010-11-19
"324",20,1013.5,22.9,21,19.2,16.8,77,51,"0",6.2,"50","20.2",47,5.72857142857143,2010-11-20
"325",21,1011.9,23.8,21.4,19.5,17.9,81,38,"0",9.3,"50","16.4",47,5.72857142857143,2010-11-21
"326",22,1011.7,25.4,22.5,20.3,17.3,73,51,"0",7.4,"20","14.8",47,5.72857142857143,2010-11-22
"327",23,1014.5,23.6,21.4,19.8,16.7,75,68,"Trace",5.4,"80","21.8",47,5.72857142857143,2010-11-23
"328",24,1016.5,24,20.9,19.4,16.3,75,64,"0",6.2,"60","28.7",47,5.72857142857143,2010-11-24
"329",25,1017.5,23.1,20.2,18.1,13.2,65,18,"0",9.3,"20","21.3",47,5.72857142857143,2010-11-25
"330",26,1017.7,21.9,19.8,17.5,13.7,68,23,"0",9.4,"80","27.6",47,5.72857142857143,2010-11-26
"331",27,1017.7,22.1,20.1,18.3,15,73,47,"0",8.2,"70","30.8",48,5.12857142857143,2010-11-27
"332",28,1018.2,23.3,20.8,19.4,16.1,75,34,"0",9.7,"60","27.1",48,5.12857142857143,2010-11-28
"333",29,1017.1,23.7,20.9,19.2,17.5,81,50,"0",8.5,"90","19.5",48,5.12857142857143,2010-11-29
"334",30,1015.4,23.9,21.7,19.6,17.3,76,37,"0",8.4,"30","7.8",48,5.12857142857143,2010-11-30
"335",1,1015.3,23.6,20.9,18.6,16.1,74,27,"0",4.6,"30","14.8",48,5.12857142857143,2010-12-01
"336",2,1016.4,24.3,21.6,19,15.9,71,12,"0",9.4,"20","12.9",48,5.12857142857143,2010-12-02
"337",3,1018.4,23.7,20.9,18.5,12.9,61,5,"0",9.4,"20","26.8",48,5.12857142857143,2010-12-03
"338",4,1017.2,22.2,20.4,19,12.9,62,68,"0",1.7,"70","30.5",49,5.42857142857143,2010-12-04
"339",5,1014.5,24.8,21.6,19.1,15.8,70,29,"0",9.2,"50","16.5",49,5.42857142857143,2010-12-05
"340",6,1014.9,26.8,23.5,21.2,16.1,65,29,"0",9.4,"40","14.6",49,5.42857142857143,2010-12-06
"341",7,1018.6,21.9,19.3,16.6,8.5,50,49,"0",5.1,"20","42",49,5.42857142857143,2010-12-07
"342",8,1017.2,20.1,17,14.3,0.8,34,49,"0",9.6,"20","27",49,5.42857142857143,2010-12-08
"343",9,1015.9,19.8,17.5,15,7.1,52,47,"0",9.4,"80","24.3",49,5.42857142857143,2010-12-09
"344",10,1013.3,21.7,19.5,17.6,14.4,72,86,"0",4.3,"60","31.3",49,5.42857142857143,2010-12-10
"345",11,1012.3,21.1,20.2,19.4,14.6,70,88,"0",0.2,"60","35.8",50,5.68571428571429,2010-12-11
"346",12,1010.4,20.8,20,18.9,17.2,84,88,"Trace",0,"70","40",50,5.68571428571429,2010-12-12
"347",13,1010.8,23.6,21.9,20.6,20.1,90,76,"Trace",0.9,"50","18",50,5.68571428571429,2010-12-13
"348",14,1013.5,24.7,21.8,20.1,19.3,86,85,"Trace",1.6,"30","21.4",50,5.68571428571429,2010-12-14
"349",15,1013.7,20,17.5,11.2,16,91,91,"12.9",0,"70","47.5",50,5.68571428571429,2010-12-15
"350",16,1020.8,11.2,8.8,7.5,3.6,72,75,"5.3",0,"10","60.7",50,5.68571428571429,2010-12-16
"351",17,1020.5,14.6,10.4,5.8,-2.5,41,11,"0",9.5,"20","24.6",50,5.68571428571429,2010-12-17
"352",18,1018.4,17.1,14.3,10.7,7.5,64,45,"0",6,"50","26.5",51,6.08571428571429,2010-12-18
"353",19,1018.3,20.9,18.4,15.9,13.5,74,65,"0",6.7,"50","19.3",51,6.08571428571429,2010-12-19
"354",20,1015.8,22.4,20.1,17.5,13.8,68,78,"0",5.2,"40","8.7",51,6.08571428571429,2010-12-20
"355",21,1014.1,23.6,20.5,19.2,14.9,71,59,"0",4.7,"40","8.5",51,6.08571428571429,2010-12-21
"356",22,1014.5,22.4,19.3,17.4,12.1,64,10,"0",9.1,"40","19.3",51,6.08571428571429,2010-12-22
"357",23,1015.6,21,18.1,15.9,12.5,71,18,"0",9.4,"60","26.7",51,6.08571428571429,2010-12-23
"358",24,1015,20.2,18.7,17.4,14.6,77,61,"0",3.6,"70","34.4",51,6.08571428571429,2010-12-24
"359",25,1016.7,18.6,16.2,11.5,12.3,78,83,"Trace",0.2,"60","42.9",52,6.6,2010-12-25
"360",26,1020.9,15.5,12.4,9.8,1.2,47,31,"0.2",9.3,"10","37.6",52,6.6,2010-12-26
"361",27,1019.4,16.9,13.3,10.2,4.7,56,4,"0",9.4,"30","16",52,6.6,2010-12-27
"362",28,1018.1,19.6,15.4,12.2,6.1,55,2,"0",9.5,"30","14.3",52,6.6,2010-12-28
"363",29,1017.3,20.5,17.1,14.6,12.3,74,22,"0",9.5,"40","21.3",52,6.6,2010-12-29
"364",30,1018.1,21,17.8,15.6,8.2,55,11,"0",9.4,"20","27.7",52,6.6,2010-12-30
"365",31,1018.9,18.7,15.5,13.2,2,40,1,"0",9.5,"20","24",52,6.6,2010-12-31
"366",1,1019.1,17.2,14.9,12.7,6.3,57,14,"0",9.5,"70","34.1",53,6.24285714285714,2011-01-01
"367",2,1019.8,16.3,15.1,14.1,8.5,65,83,"0",0.1,"60","44.3",53,6.24285714285714,2011-01-02
"368",3,1019.6,15.5,14,12.6,9,72,91,"Trace",0,"20","27.5",53,6.24285714285714,2011-01-03
"369",4,1020.4,14.6,13.4,12.1,10.3,81,95,"1.2",0.2,"40","29.9",53,6.24285714285714,2011-01-04
"370",5,1018.6,17.9,15.7,13.9,11.8,77,91,"0",1.1,"40","24.9",53,6.24285714285714,2011-01-05
"371",6,1021.9,16.4,14.2,11.3,8.5,69,73,"Trace",4.7,"10","30",53,6.24285714285714,2011-01-06
"372",7,1024.2,13.6,10.9,9.5,4.1,63,70,"0",3.3,"10","26.7",53,6.24285714285714,2011-01-07
"373",8,1021.3,15.6,12.8,9.5,6.4,65,36,"0",7.6,"30","18.5",54,6.74285714285714,2011-01-08
"374",9,1020.2,18,14.5,12.4,5.8,56,25,"0",9.2,"10","26.9",54,6.74285714285714,2011-01-09
"375",10,1020,15.9,13.1,10.9,4.3,55,41,"0",8.2,"10","26",54,6.74285714285714,2011-01-10
"376",11,1018.7,13.2,11.2,8.8,3.9,61,85,"Trace",0,"10","32.5",54,6.74285714285714,2011-01-11
"377",12,1019.4,10.4,8.8,7.2,6.9,88,88,"4.2",0,"020#","24.9#",54,6.74285714285714,2011-01-12
"378",13,1018.9,15.4,12.9,10.1,8.9,77,73,"Trace",4.6,"40","21.4",54,6.74285714285714,2011-01-13
"379",14,1017.1,19.4,16.3,13.7,10.8,70,65,"0",7.1,"40","12.3",54,6.74285714285714,2011-01-14
"380",15,1021.5,16.7,13.7,10.2,5.4,58,36,"0",9.6,"20","42.1",55,7.11428571428571,2011-01-15
"381",16,1024.2,13.6,11.2,9.4,3.1,58,54,"0",4.9,"20","32.8",55,7.11428571428571,2011-01-16
"382",17,1024.2,14.6,11.8,8.9,4.9,63,41,"0",6.7,"60","31",55,7.11428571428571,2011-01-17
"383",18,1020.9,17.1,14.3,12.4,9.2,72,59,"0",6.3,"60","31.6",55,7.11428571428571,2011-01-18
"384",19,1018.5,18.4,15.3,13.3,11.5,79,70,"0",6,"60","29.1",55,7.11428571428571,2011-01-19
"385",20,1017.2,18.7,16.1,14.5,10.5,70,86,"0",1.7,"30","24",55,7.11428571428571,2011-01-20
"386",21,1019.3,17.1,13.7,10.7,6.3,61,27,"0",10,"10","27.1",55,7.11428571428571,2011-01-21
"387",22,1021.6,14.8,13.2,12.1,8,70,77,"0",1.3,"30","21.6",56,9.4,2011-01-22
"388",23,1021.8,17.3,15,13.1,9.2,69,53,"0",9.1,"30","12.3",56,9.4,2011-01-23
"389",24,1023.4,16.4,14.1,12.3,7.4,64,81,"0",2.4,"20","20.7",56,9.4,2011-01-24
"390",25,1024.3,17.3,14.3,12.6,9.1,71,58,"0",7.9,"50","25.7",56,9.4,2011-01-25
"391",26,1024.6,18.8,15,12.2,10.3,75,29,"0",9.6,"50","20.5",56,9.4,2011-01-26
"392",27,1024.5,19,15.9,14.1,11.7,77,77,"0",6.3,"60","23",56,9.4,2011-01-27
"393",28,1023.9,17.3,15.1,13.2,9.1,68,77,"0",1.6,"10","29.8",56,9.4,2011-01-28
"394",29,1025.2,15.7,12.9,10.8,3,51,66,"0",6.8,"20","33.6",57,10.1857142857143,2011-01-29
"395",30,1026.4,15.3,12.2,9,2.6,52,78,"0",3.3,"20","27",57,10.1857142857143,2011-01-30
"396",31,1025.6,16.5,13.1,10.9,5.6,61,40,"Trace",9.5,"20","26.4",57,10.1857142857143,2011-01-31
"397",1,1022.7,17,14,11.9,8.5,70,58,"0",5.5,"60","18",57,10.1857142857143,2011-02-01
"398",2,1020.9,18.6,14.8,12.3,7.9,64,31,"0",9.3,"40","14.8",57,10.1857142857143,2011-02-02
"399",3,1020.1,18.6,15.3,13.2,10.8,75,32,"0",9.8,"50","18.3",57,10.1857142857143,2011-02-03
"400",4,1017.5,20.9,16.3,13.5,11.7,75,4,"0",9.8,"30","8.5",57,10.1857142857143,2011-02-04
"401",5,1017.5,21.7,17.1,14.6,11.1,69,6,"0",10.1,"30","14.8",58,6.78571428571429,2011-02-05
"402",6,1016,21.8,17.8,14.8,10.1,61,27,"0",7.8,"40","19.2",58,6.78571428571429,2011-02-06
"403",7,1012.6,22.2,18.7,16.9,11.8,65,60,"0",6.1,"40","19",58,6.78571428571429,2011-02-07
"404",8,1009.6,23.9,19.6,17.2,15.4,77,50,"0",8.6,"40","14.3",58,6.78571428571429,2011-02-08
"405",9,1010,23.6,19.8,16.6,16.8,83,67,"0",6.5,"50","20.8",58,6.78571428571429,2011-02-09
"406",10,1013,21.1,17.9,15.8,14.1,79,44,"0",9.2,"40","27",58,6.78571428571429,2011-02-10
"407",11,1017.2,18.1,16.5,14.7,12.6,78,85,"Trace",0,"60","24.2",58,6.78571428571429,2011-02-11
"408",12,1019.7,16,14.3,13.7,9.1,71,87,"0",1.6,"80","34.9",59,7,2011-02-12
"409",13,1017.5,14.1,12.5,10.3,10.3,87,89,"17",0,"10","33",59,7,2011-02-13
"410",14,1020.8,12,10.6,8.6,6,74,90,"0.6",0,"10","31",59,7,2011-02-14
"411",15,1020.9,11.7,11.3,10.6,8.9,85,89,"3.2",0,"70","46.1",59,7,2011-02-15
"412",16,1017.6,14.7,13.2,11.4,12,93,93,"Trace",0,"50","29.1",59,7,2011-02-16
"413",17,1015.6,18,15.2,14,14,93,100,"Trace",0,"30","12.2",59,7,2011-02-17
"414",18,1016.3,15.8,14.7,13.8,13.1,90,95,"Trace",0,"40","20.4",59,7,2011-02-18
"415",19,1017.7,13.9,13.1,12.2,11.6,91,100,"2",0,"20","27.3",60,9.12857142857143,2011-02-19
"416",20,1019.4,15.6,13.8,12.2,10.5,81,91,"0.9",0,"20","16.5",60,9.12857142857143,2011-02-20
"417",21,1019.3,16.8,14.9,13.8,12.1,84,88,"Trace",0,"60","27.4",60,9.12857142857143,2011-02-21
"418",22,1018.9,17.7,15.4,14.3,8.3,64,82,"0",1.1,"50","32.1",60,9.12857142857143,2011-02-22
"419",23,1017.8,20.6,17.4,15.3,11.5,69,60,"0",4,"40","18.8",60,9.12857142857143,2011-02-23
"420",24,1016.1,22.6,18.8,16,15,79,63,"0",6.2,"40","14.5",60,9.12857142857143,2011-02-24
"421",25,1016.3,22.4,18.9,17,15.5,81,67,"0",9.3,"50","28.5",60,9.12857142857143,2011-02-25
"422",26,1017.7,22.6,18.6,16.5,13.9,75,78,"0",4.1,"60","30.5",61,8.67142857142857,2011-02-26
"423",27,1016.1,24.5,20.4,18.3,16.8,80,54,"Trace",7.9,"40","17.3",61,8.67142857142857,2011-02-27
"424",28,1014,26.9,21.6,17.3,16.3,73,23,"0",10.8,"40","10.8",61,8.67142857142857,2011-02-28
"425",1,1014.6,24.9,21.2,19.1,17.9,81,72,"Trace",3.4,"50","19.5",61,8.67142857142857,2011-03-01
"426",2,1017.5,21.1,18.3,17.1,13.6,75,77,"Trace",4.7,"70","23",61,8.67142857142857,2011-03-02
"427",3,1018.5,21.9,18.1,15.3,13.7,76,64,"0.1",7.5,"60","29.3",61,8.67142857142857,2011-03-03
"428",4,1019.7,20.1,16.9,15,11.2,69,76,"0",7,"50","35.5",61,8.67142857142857,2011-03-04
"429",5,1017.8,18,16.7,15.1,11.4,71,82,"0",3.4,"60","34.6",62,6,2011-03-05
"430",6,1014.9,22.4,19.1,17.3,15.3,79,87,"0.1",1.8,"40","18.4",62,6,2011-03-06
"431",7,1016.7,23.9,19.8,15.8,14,72,66,"0.5",9,"20","26",62,6,2011-03-07
"432",8,1020.4,17.9,15.5,13.1,10.9,75,87,"2.3",0.9,"60","33.1",62,6,2011-03-08
"433",9,1021.8,17.4,15.7,12.5,9.1,66,88,"2.4",0.2,"70","36.3",62,6,2011-03-09
"434",10,1021.7,19,16.9,15,10.4,66,88,"0.1",0.4,"30","27.5",62,6,2011-03-10
"435",11,1019.9,20.6,17.5,15.9,12.8,74,87,"0",1.2,"70","26.4",62,6,2011-03-11
"436",12,1017.8,23.2,19.1,16.9,15.2,78,51,"0",8.9,"70","21.4",63,5.88571428571429,2011-03-12
"437",13,1015.6,25.3,20.7,17.2,16.9,80,38,"0",10.3,"20","7.1",63,5.88571428571429,2011-03-13
"438",14,1014.6,26.5,22.4,19.8,18.2,79,48,"0",7.7,"40","12.2",63,5.88571428571429,2011-03-14
"439",15,1017.9,22.5,19,14.9,15.1,78,66,"Trace",0.6,"20","28.5",63,5.88571428571429,2011-03-15
"440",16,1022.3,20,15.9,12.9,5.5,50,85,"Trace",4.5,"20","32.8",63,5.88571428571429,2011-03-16
"441",17,1021.6,18.1,16.2,14.5,6.5,53,91,"0.7",0,"70","37",63,5.88571428571429,2011-03-17
"442",18,1017.4,16.6,15.4,14.2,11.3,78,92,"2.2",0,"60","46.5",63,5.88571428571429,2011-03-18
"443",19,1013.4,17.9,16.7,14.9,16,96,99,"11.1",0,"40","26.4",64,5.08571428571429,2011-03-19
"444",20,1011.3,22.2,20,17.6,19.2,96,94,"Trace",0.1,"30","12.5",64,5.08571428571429,2011-03-20
"445",21,1011.9,27.4,22.9,20.5,21,90,60,"0",10,"40","11.1",64,5.08571428571429,2011-03-21
"446",22,1017.4,23.3,19.7,16.1,16.2,80,79,"Trace",3.2,"20","24.5",64,5.08571428571429,2011-03-22
"447",23,1021.5,18.3,16,14.4,10.6,71,88,"0",0.1,"50","26.2",64,5.08571428571429,2011-03-23
"448",24,1021.8,19.7,16.8,14.9,11,69,86,"Trace",3.1,"20","24.7",64,5.08571428571429,2011-03-24
"449",25,1023.2,21.6,17.4,14.6,9.8,62,84,"0",5.1,"20","26.1",64,5.08571428571429,2011-03-25
"450",26,1022.9,21.8,17.8,16.3,10,61,84,"0",4.5,"80","34.8",65,6.31428571428571,2011-03-26
"451",27,1022.7,16.9,15,13.6,9.5,70,86,"0.8",0,"20","23.6",65,6.31428571428571,2011-03-27
"452",28,1022.2,21,16.9,14.1,8.4,58,84,"Trace",3.7,"30","22.6",65,6.31428571428571,2011-03-28
"453",29,1022.4,20.8,18,15.2,7.4,50,84,"0",1.7,"60","21.9",65,6.31428571428571,2011-03-29
"454",30,1020.9,21,18.1,16.7,7.5,51,88,"0.2",0.9,"70","35.5",65,6.31428571428571,2011-03-30
"455",31,1018.5,22.4,18.9,16.4,7.7,50,74,"Trace",4.7,"60","26.5",65,6.31428571428571,2011-03-31
"456",1,1016.5,26,20.5,16.9,14.6,70,21,"0",11.2,"50","19.3",65,6.31428571428571,2011-04-01
"457",2,1014.8,27.4,22,19,16.4,72,20,"0",10.7,"50","11.5",66,6.81428571428571,2011-04-02
